"","Segment","RESPID","Q1_1_When buying a boat  I do a lot of shopping around and visit multiple dealers","Q1_2_When buying a boat  getting the lowest price is more important than the boat brand","Q1_3_The brand of boat I buy says a lot about who I am","Q1_4_I only consider buying a boat from a reputable brand","Q1_5_I am willing to pay a premium for a brand with a reputation for high quality","Q1_6_Owning a boat is a way of rewarding myself for my hard work","Q1_7_Owning a boat gives me a sense of achievement","Q1_8_When buying a boat  functionality is more important than style","Q1_9_I see my boat as a status symbol","Q1_10_When buying a boat  I rely more on expert opinion than my own  e g  consumer reports  salespeople ","Q1_11_I tend to perform minor boat repairs and maintenance on my own","Q1_12_When it comes to boating  I tend to prefer a basic boat with little to no frills","Q1_13_When buying a boat  I tend to buy the latest and greatest","Q1_14_When buying accessories for my boat  I tend to buy the latest and greatest","Q1_15_I am serious about the technology on my boat","Q1_16_People tend to come to me for advice about boating","Q1_17_I consider myself more knowledgeable about boating than the rest of my boating peers","Q1_18_Boating gives me a feeling of adventure","Q1_19_Boating allows me to experience nature","Q1_20_When not on my boat  I often find myself doing boating related activities","Q1_21_Boating helps me escape from everyday life and relax","Q1_22_Boating helps me stay active","Q1_23_Boating allows me to excel in the sports that I am passionate about   e g  fishing  racing  water sports ","Q1_24_Boating gives me an outlet to socialize with family and or friends","Q1_25_Being in charge of my boat is very important to me","Q1_26_Having a powerful boat is what is most important to me","Q1_27_Boating is the number one thing I do with my spare time","Q1_28_Boating is my true passion in life","Q1_29_Boating is one of many things I do in my spare time","Q2_How many powerboats do you currently own ","Q2_Cluster_Own a boat ","Q3_How likely would you be to purchase a new boat in the future ","Q4_Approximately how much did you pay for your current Boat ","Q5_What is the horse power of your engine brand current boat engine   the boat you want to buy ","Q6_Length of Boat  in Feet ","Q7_1_I normally boat alone","Q7_2_I boat with my spouse or significant other","Q7_3_I boat with my family  including kids","Q7_4_I boat with my friends","Q8_How would you rate your experience regarding boating ","Q9_1_Fishing   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_2_Swimming   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_3_Cruising   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_4_Water Sports   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_5_Entertaining socializing   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q10_During your boating season  how many days out of the year do you typically use your boat","Q11_Gender","Q12_HOUSEHOLD income","Q13_Are you now married  widowed  divorced  separated  never married  or living with a partner ","Q14_Current Employment Status","Q15_Age in cluster","Q16_Name of the Brand rated","Q16_1_Is a brand that has been around for a long time","Q16_2_Has best in class customer service","Q16_3_Has a strong dealer network","Q16_4_Is a leader in cutting edge technology","Q16_5_Is a leader in safety","Q16_6_Is known for its innovative products","Q16_7_Is a brand for people who are serious about boating","Q16_8_Is a good brand for people that are new to boating","Q16_9_Is a brand I see in the water all the time","Q16_10_Offers boats that provide a fast and powerful boating experience","Q16_11_Offers the best boats for socializing","Q16_12_Offers the best boats for water sports  e g   tubing  ski  wakeboard ","Q16_13_Offers boats with superior interior style","Q16_14_Offers boats with superior exterior style","Q16_15_Offers boats that stand out from the crowd","Q16_16_Offers boats that look cool","Q16_17_Offers boats that can handle rough weather or choppy water","Q16_18_Offers boats that can handle frequent and heavy usage","Q16_19_Offers a wide breadth of product offerings and accessories","Q16_20_Offers boats that I can move around safely","Q16_21_Offers boats that are easy to maintain and or repair","Q16_22_Offers boats that are easy to use","Q16_23_Offers boats that are easy to clean up","Q16_24_Has low prices","Q16_25_Is a brand that gives me peace of mind","Q16_26_Makes me feel I made a smart decision","Q16_27_Is a brand that impresses others","Q17_Recommend","Q18_PurchaseFuture"
"1166",3,475964,4,4,3,4,3,4,4,2,2,4,4,3,1,2,3,2,2,4,4,4,4,4,3,3,4,3,2,4,4,0,0,4,2,3,22,2,4,5,3,2,3,3,5,4,3,25,1,12,1,2,3,37,3,2,3,4,3,4,4,4,4,5,1,3,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,0,1
"1167",3,222370,5,5,3,5,5,5,4,3,4,5,3,2,4,3,3,3,2,4,5,2,5,5,3,5,4,5,1,3,3,1,1,5,3,3,17,1,5,4,5,3,2,4,4,4,4,20,2,17,1,1,3,14,3,3,3,3,3,3,4,4,4,4,3,4,4,3,3,4,4,3,3,3,4,4,4,3,3,4,4,1,1
"1168",3,489566,3,4,4,3,3,5,5,5,3,4,3,3,3,3,4,3,3,4,4,4,5,3,3,5,4,3,3,3,3,1,1,5,1,3,50,1,5,3,4,1,1,1,5,5,5,90,2,1,5,2,2,9,3,3,3,3,5,3,3,3,3,3,3,4,4,4,3,4,3,3,3,3,4,3,3,3,3,3,4,0,1
"1169",2,234450,3,2,4,4,4,4,4,3,3,2,5,4,3,3,3,3,3,4,4,2,4,4,3,5,3,3,3,3,5,1,1,4,2,3,20,2,5,4,4,3,3,4,4,3,4,30,1,16,1,1,4,43,4,3,3,3,3,3,3,3,4,3,3,3,4,3,4,3,3,4,4,3,4,4,4,3,3,3,4,0,1
"1170",1,240969,4,3,3,4,4,4,3,3,2,4,3,3,3,4,3,2,2,4,4,2,4,4,3,4,3,3,2,1,4,1,1,4,2,3,17,2,4,3,4,2,5,2,3,1,3,20,1,18,1,1,3,50,4,3,4,3,3,3,3,4,4,3,4,3,4,4,3,4,4,3,4,3,3,4,4,4,3,4,4,0,1
"1171",3,475529,4,5,3,5,2,4,4,3,2,4,3,3,2,3,2,2,3,5,4,4,5,4,4,5,4,4,2,4,4,1,1,4,1,3,21,4,2,2,2,2,4,4,3,2,3,45,2,1,5,1,1,1,4,3,4,4,3,3,4,3,3,3,4,2,3,4,4,3,4,4,3,4,4,4,4,3,3,4,4,1,1
"1172",1,237758,4,3,3,5,4,4,4,5,3,5,2,3,4,4,4,3,3,5,5,3,5,5,5,5,5,3,4,4,5,1,1,4,3,3,20,1,5,5,5,3,5,4,5,3,5,50,2,13,6,1,1,54,5,5,5,4,5,5,5,4,5,4,5,3,3,4,3,5,5,4,4,4,4,4,4,3,5,4,3,0,1
"1173",3,221027,3,3,3,4,3,4,4,4,3,2,5,5,3,3,4,3,3,5,5,2,5,5,2,4,4,3,4,3,4,1,1,2,5,3,14,2,1,3,5,2,5,2,2,1,2,30,1,12,1,5,4,50,3,4,4,4,4,3,3,4,4,4,3,3,2,4,4,3,3,3,4,4,4,4,4,2,4,4,3,0,1
"1174",1,484927,4,3,2,4,3,4,4,4,2,4,2,4,2,2,4,2,2,4,4,4,4,4,4,3,4,3,2,2,4,0,0,4,4,3,24,1,4,4,5,2,4,2,3,4,2,90,1,1,3,6,4,18,4,3,4,3,4,4,4,4,4,3,4,4,3,3,3,3,4,4,3,3,4,4,3,2,4,4,3,0,1
"1175",3,475776,3,3,3,3,2,4,3,3,3,4,4,3,2,2,2,2,2,5,5,3,5,4,2,4,4,3,2,4,3,0,0,4,2,3,20,3,5,3,3,3,3,4,5,4,3,60,1,14,1,2,4,14,4,3,2,2,3,4,4,4,4,3,2,3,4,4,4,4,4,5,4,4,4,1,5,3,4,3,3,0,1
"1176",3,484996,5,3,4,4,3,4,4,3,3,3,4,3,3,3,4,2,3,4,5,3,4,4,4,4,4,3,3,3,4,1,1,4,11,3,20,2,4,4,4,3,3,3,3,3,3,60,2,13,1,2,3,1,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,3,3,4,3,0,1
"1177",1,238704,4,2,3,4,4,3,4,4,2,4,2,3,3,2,4,2,3,3,4,2,3,4,4,4,3,3,2,2,2,1,1,4,4,3,19,2,4,4,4,3,1,3,2,5,3,20,1,19,1,1,3,28,4,2,4,3,3,4,4,4,4,5,2,3,5,4,4,4,4,2,4,4,3,4,4,4,3,4,3,1,1
"1178",1,240956,4,3,2,4,2,2,3,4,1,4,1,4,1,2,2,1,2,3,3,2,3,2,2,3,2,2,2,2,4,1,1,3,1,3,17,1,4,5,3,2,2,3,4,4,3,20,2,15,1,5,4,84,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,4,4,4,4,4,2,4,3,3,4,3,0,1
"1179",3,231233,4,4,3,4,3,4,4,3,4,3,4,3,3,3,4,3,3,4,4,3,5,5,4,5,4,3,4,3,4,1,1,4,3,3,22,2,4,4,4,2,3,2,4,2,3,20,2,12,1,1,1,3,4,4,3,3,3,3,3,4,4,4,4,4,3,3,4,3,3,4,4,4,4,3,5,2,3,4,3,0,1
"1180",3,234829,5,3,4,4,2,4,3,4,3,4,4,3,2,3,3,2,2,4,4,2,4,4,2,5,3,3,2,3,4,1,1,5,4,3,22,2,4,4,4,2,4,3,4,4,3,25,1,13,2,5,4,3,5,2,2,4,3,4,3,5,3,4,2,3,3,3,3,2,4,4,4,3,5,5,4,2,3,3,3,0,1
"1181",1,485619,4,3,3,4,3,4,4,4,3,4,2,2,3,3,3,3,3,4,4,3,4,4,3,4,3,3,2,3,4,0,0,4,11,3,17,2,5,3,3,2,2,4,4,4,4,60,2,12,1,1,1,40,4,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,4,3,4,3,3,3,3,0,1
"1182",3,228186,4,4,3,3,3,3,3,4,3,4,3,3,2,3,3,3,2,4,4,2,4,4,2,4,3,3,3,3,3,1,1,5,7,3,18,1,3,4,3,2,3,4,4,4,3,20,2,17,1,1,3,16,3,3,3,3,5,4,3,3,4,3,3,4,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,0,1
"1183",3,231289,4,4,2,4,3,4,4,4,2,5,3,2,2,2,3,2,2,5,5,2,5,5,3,5,3,3,3,2,4,1,1,3,3,3,20,1,5,5,5,2,3,5,3,4,5,5,2,13,1,7,1,48,4,3,4,3,3,3,4,4,4,3,5,3,5,4,3,4,3,4,3,5,4,5,4,4,3,4,3,0,1
"1184",1,221181,2,2,2,4,4,3,3,4,2,3,2,2,3,3,2,2,2,3,4,2,3,4,2,4,3,3,2,2,3,1,1,4,4,3,23,2,5,5,3,2,2,4,4,4,2,25,1,19,1,2,4,9,3,3,4,4,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,3,4,3,1,1
"1185",3,224842,4,2,3,3,3,4,4,4,3,4,4,2,3,3,3,2,2,5,5,2,4,4,4,4,2,3,3,2,3,0,0,5,2,3,19,1,3,3,3,1,4,2,4,3,4,20,2,14,1,1,2,40,4,3,4,5,3,4,5,4,4,3,3,3,3,3,4,2,4,4,4,3,4,4,4,3,3,4,3,1,1
"1186",3,229053,4,5,3,3,3,3,4,4,3,4,4,4,3,3,3,2,3,4,4,2,3,4,3,4,3,3,2,3,4,1,1,3,7,3,18,3,4,4,3,1,3,2,4,3,3,30,1,17,1,1,4,1,3,3,3,4,3,3,4,4,4,3,3,3,4,3,4,2,4,4,4,4,4,4,4,3,3,4,3,0,1
"1187",3,470482,4,2,3,3,3,4,4,3,3,3,3,2,3,3,3,2,3,5,5,3,5,4,3,4,3,3,5,4,5,1,1,3,4,3,23,4,3,5,4,1,3,4,5,3,4,80,2,1,3,7,3,84,5,3,3,3,3,3,3,3,4,2,3,4,4,4,3,3,4,3,4,4,4,4,4,3,3,4,3,1,1
"1188",1,222531,4,2,3,4,3,4,4,2,3,4,1,2,2,3,3,2,2,4,5,1,5,4,2,5,2,3,2,2,4,1,1,4,2,3,22,1,5,5,3,2,2,2,4,3,4,20,2,13,1,1,4,46,2,3,3,3,3,3,3,4,4,2,3,4,2,4,4,4,2,3,4,3,4,3,3,2,3,3,3,0,1
"1189",1,223085,4,2,4,4,4,4,4,3,3,4,2,2,2,2,2,2,2,3,4,2,4,4,2,4,2,4,2,2,4,1,1,2,3,3,20,1,5,4,4,2,2,4,5,3,4,25,2,19,1,2,4,84,5,3,3,3,5,4,4,5,4,3,3,4,3,4,4,4,4,4,4,3,4,3,4,3,2,3,3,1,1
"1190",1,474654,4,3,2,2,3,3,2,4,2,4,2,3,2,2,3,2,2,4,4,2,4,4,2,4,3,2,2,3,4,2,1,3,3,3,17,1,4,3,4,2,4,3,3,1,3,25,2,16,1,7,3,84,2,3,4,3,3,4,4,4,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,3,2,3,3,1,1
"1191",1,479390,4,3,1,3,3,2,4,4,1,4,1,2,2,2,2,2,2,4,4,2,4,2,2,4,4,4,2,2,3,0,0,4,1,3,25,2,5,4,2,1,3,2,4,2,4,20,2,13,1,1,2,7,3,2,4,3,2,2,3,3,4,4,2,3,2,2,3,2,4,2,4,3,4,3,4,2,2,3,3,0,1
"1192",1,239777,4,2,2,2,3,4,4,3,2,2,2,3,2,2,3,2,2,4,3,4,3,4,3,4,3,3,4,3,4,1,1,4,2,3,21,2,4,3,3,2,4,4,4,3,3,180,1,12,1,5,4,50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,0,1
"1193",2,230353,4,2,3,4,3,4,4,4,2,4,4,3,3,3,4,3,3,4,4,2,4,4,3,4,4,3,2,3,3,0,0,4,2,3,22,2,4,4,4,1,2,3,4,3,4,30,1,19,1,1,4,4,5,3,3,4,3,4,4,5,4,4,3,4,2,4,4,3,4,3,4,4,4,4,4,2,3,4,2,0,1
"1194",1,224024,5,2,4,4,3,5,5,4,3,4,1,3,3,5,3,2,2,4,4,3,5,4,2,5,4,3,2,3,4,1,1,5,3,3,22,3,4,4,3,1,3,4,3,3,3,60,1,16,1,1,2,14,4,3,4,3,3,3,3,4,4,3,3,3,2,2,2,2,3,3,4,4,3,4,4,4,3,3,2,1,1
"1195",3,235509,3,3,2,4,4,3,2,3,3,4,4,3,4,5,3,3,2,4,4,2,4,3,3,4,3,3,2,3,5,1,1,4,2,3,18,3,3,3,3,3,4,1,3,4,3,30,2,17,1,2,3,43,4,3,4,3,3,3,4,4,4,3,3,3,3,2,2,3,3,4,3,4,3,4,3,3,3,4,2,0,1
"1196",3,227109,2,4,2,3,3,4,4,4,2,4,4,4,2,2,2,2,2,4,4,3,4,4,2,4,3,3,2,2,3,1,1,4,2,3,22,2,4,4,4,2,4,3,4,3,4,20,1,19,1,1,4,5,5,4,3,3,3,3,4,5,5,2,2,3,3,3,3,3,4,4,3,2,4,4,4,4,3,3,2,0,1
"1197",1,233469,4,4,2,4,3,4,3,4,3,4,1,2,2,3,3,2,2,5,5,3,5,5,4,4,3,4,2,3,5,1,1,4,11,3,15,2,5,4,5,1,4,4,4,5,3,20,2,15,6,1,3,1,5,3,3,4,2,3,3,5,4,3,4,2,3,3,3,2,4,4,4,4,3,4,4,3,2,3,2,0,1
"1198",1,229072,4,3,3,3,3,4,4,2,4,4,2,2,2,3,3,3,2,4,4,3,4,3,2,4,3,3,2,3,4,1,1,4,2,3,18,2,4,4,4,1,4,3,4,3,4,20,1,18,2,1,2,44,5,3,2,4,2,3,2,5,4,4,2,1,2,4,4,2,3,2,3,4,4,4,4,3,1,1,1,0,1
"1199",3,9620,5,4,3,5,5,5,4,4,3,4,4,3,4,4,4,3,3,5,5,4,5,4,4,5,5,4,3,5,4,1,1,4,2,3,16,1,5,5,5,3,5,4,5,4,5,20,1,15,1,1,3,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,5,5,5,4,4,5,4,3,5,3,5,4,5,0,0
"1200",3,15136,4,4,4,5,4,5,5,4,5,4,3,2,4,3,4,3,3,5,5,3,5,5,4,4,4,5,4,4,4,0,0,5,11,3,20,1,5,5,4,2,4,3,4,4,4,60,1,16,1,1,3,10,5,5,5,5,5,5,5,3,4,5,3,4,5,5,5,5,5,4,5,5,5,3,5,3,5,5,5,0,0
"1201",3,17537,5,4,3,5,4,4,4,4,2,5,3,2,4,4,4,3,3,5,5,3,4,4,3,4,4,4,3,4,4,1,1,4,3,3,21,1,5,5,3,2,3,4,4,3,4,25,1,15,1,1,2,10,5,4,4,5,4,4,5,3,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,3,5,5,5,0,0
"1202",3,2839,2,4,4,3,3,4,5,4,3,2,3,3,3,3,3,4,3,5,5,3,5,5,3,4,5,4,4,3,4,0,0,4,4,3,16,2,4,5,4,2,3,5,5,3,3,100,2,12,6,4,1,5,5,4,4,4,4,5,5,4,3,4,5,4,3,4,5,4,5,5,4,5,5,3,5,4,5,5,5,1,0
"1203",1,1283,5,3,2,4,3,4,5,3,4,5,1,2,3,4,2,1,4,4,5,4,4,5,1,5,5,3,2,2,3,3,1,5,5,3,24,5,2,3,4,3,5,3,5,5,2,85,1,12,1,1,2,8,2,2,1,2,4,1,5,3,1,5,5,3,5,3,5,5,2,3,2,2,4,1,1,5,2,3,5,0,0
"1204",1,421641,4,3,3,3,4,5,5,5,3,4,2,3,4,4,4,3,3,5,5,2,5,5,5,5,4,3,3,3,5,2,1,5,5,3,22,1,5,5,4,2,4,4,5,4,5,30,2,10,2,2,3,28,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,4,4,1,0
"1205",3,1813,5,4,3,5,3,5,5,5,4,4,4,2,4,3,3,2,2,5,5,3,5,4,3,4,5,3,2,4,5,0,0,4,1,3,24,1,5,5,3,2,3,3,5,5,4,30,1,12,1,1,2,16,3,1,4,4,4,3,4,4,4,4,3,4,4,5,4,2,5,4,3,4,5,4,5,2,5,5,4,0,0
"1206",3,223070,4,3,3,4,2,3,4,4,3,4,4,3,2,3,2,2,3,4,4,2,4,2,3,4,2,3,3,3,3,0,0,4,5,3,24,3,5,5,4,2,3,3,4,3,4,90,2,17,1,1,4,28,4,4,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,0,0
"1207",3,485114,5,4,3,2,4,4,5,5,1,2,5,2,4,4,4,2,3,5,4,2,5,3,3,4,5,4,1,3,2,0,0,4,5,3,27,3,1,1,4,2,5,4,3,3,3,30,1,1,5,1,1,5,4,4,5,4,4,2,2,4,3,3,4,2,1,2,4,4,4,4,5,4,4,4,3,4,5,4,4,0,0
"1208",2,14933,5,3,1,2,4,5,5,4,2,2,4,2,3,4,3,1,3,5,5,2,5,5,1,5,4,3,2,2,4,1,1,5,3,3,24,2,5,5,5,2,4,4,5,5,5,30,2,1,5,1,1,40,4,4,5,3,5,3,3,5,5,4,5,5,5,5,3,4,3,5,3,5,3,3,5,3,4,3,4,1,0
"1209",1,11132,5,4,3,4,3,4,5,5,4,5,2,2,3,4,4,2,4,5,5,3,4,5,3,4,3,3,2,4,4,0,0,4,4,3,18,2,5,4,3,3,4,4,4,4,4,60,2,17,1,1,2,28,3,4,4,4,5,4,5,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0
"1210",1,14066,4,3,3,4,4,4,4,4,3,4,2,2,4,4,3,2,3,5,4,4,4,5,4,4,3,3,4,4,4,0,0,4,4,3,18,3,4,3,3,1,3,3,4,3,5,25,2,17,5,1,3,10,4,4,4,5,4,5,5,5,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,0,0
"1211",1,484976,4,1,3,4,4,4,5,5,4,4,1,4,2,2,4,3,1,5,5,4,5,4,4,5,5,4,4,4,4,1,1,4,6,3,25,2,5,5,3,1,3,4,5,4,4,30,2,11,6,1,2,10,2,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,5,4,0,0
"1212",3,486314,5,5,3,4,3,4,4,4,4,2,3,3,2,3,4,4,3,5,5,3,4,4,4,4,5,3,3,4,4,1,1,5,4,3,18,3,4,4,3,1,2,4,4,3,4,20,1,12,6,1,1,9,4,4,4,3,4,3,3,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,5,4,0,0
"1213",3,1235,4,3,3,4,3,4,4,3,3,4,4,2,3,3,3,3,3,4,4,2,4,4,3,5,4,3,3,3,4,1,1,4,3,3,24,1,5,5,4,2,1,5,4,4,5,6,2,16,1,2,3,28,2,4,3,4,4,4,4,4,3,4,3,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,0
"1214",1,6500,4,3,2,3,3,5,4,3,3,3,2,2,3,4,3,3,3,5,4,3,5,4,4,4,4,4,4,4,5,1,1,4,4,3,25,2,4,5,5,2,4,4,4,4,4,80,2,1,5,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0
"1215",1,21928,3,3,3,5,5,5,5,5,3,5,2,4,5,4,4,3,2,4,5,5,4,4,3,5,5,4,3,3,4,0,0,4,3,3,25,3,5,5,3,1,3,4,4,3,3,20,2,16,6,1,2,48,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0
"1216",1,229937,5,4,4,4,5,5,4,4,4,4,1,3,3,4,4,3,4,5,5,3,4,4,4,5,4,4,3,3,5,0,0,4,5,3,25,2,3,3,4,2,3,4,4,4,4,20,2,15,3,1,2,48,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,0,0
"1217",3,222003,5,3,3,3,3,4,4,3,3,3,4,3,2,3,3,3,3,5,5,3,5,5,3,4,3,3,2,3,4,0,0,4,2,3,20,2,4,5,3,2,5,4,3,2,3,30,2,14,1,1,2,24,5,4,3,4,4,3,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,0,0
"1218",3,6022,5,3,5,5,3,5,5,4,4,4,4,4,3,3,4,3,3,5,5,4,5,3,5,5,5,3,3,4,5,0,0,4,11,3,18,1,5,3,3,2,4,4,5,2,3,120,2,11,1,7,1,23,5,3,4,3,4,3,4,4,4,4,4,4,4,4,4,5,4,4,5,4,3,4,4,3,4,4,4,1,0
"1219",3,17671,5,4,3,4,3,5,4,4,3,5,3,3,3,3,4,3,3,5,5,3,4,5,5,4,5,5,3,4,4,0,0,5,2,3,20,2,3,3,3,2,3,5,3,5,3,12,1,14,1,5,4,40,5,3,5,4,4,4,4,5,4,4,4,3,3,4,3,4,4,4,3,5,4,4,4,3,4,4,4,0,0
"1220",1,18172,4,3,2,3,3,4,3,4,2,2,2,3,3,3,3,2,2,4,4,4,4,4,4,5,3,3,3,4,3,0,0,4,2,3,17,1,5,3,3,2,5,5,5,3,3,30,2,1,1,5,3,8,3,3,3,4,4,5,4,4,3,3,3,5,3,4,4,4,4,3,4,4,3,3,4,4,4,3,4,0,0
"1221",3,1746,5,3,3,5,3,4,4,4,3,4,4,3,3,4,4,3,3,5,5,3,5,5,4,5,4,3,4,4,5,1,1,3,2,3,22,1,4,3,3,2,4,3,4,3,4,25,2,13,1,2,4,10,2,3,4,4,3,4,4,4,4,5,3,4,4,4,4,4,5,4,5,4,5,5,5,3,4,4,4,0,0
"1222",3,18263,4,3,4,4,3,4,5,4,3,2,4,2,3,3,4,3,3,5,4,4,4,4,4,5,4,3,3,3,4,1,1,4,3,3,20,4,3,3,3,4,5,3,3,2,3,60,1,10,5,1,3,28,4,3,3,4,3,3,4,4,4,4,4,2,4,4,4,3,4,4,3,3,3,4,3,4,4,3,4,0,0
"1223",1,12399,3,2,4,4,4,4,3,3,2,4,2,4,3,3,2,2,2,4,5,3,5,4,4,4,4,3,3,4,4,0,0,4,11,3,24,1,4,3,4,1,4,3,3,1,3,30,2,14,1,7,3,50,4,4,3,4,3,4,4,4,3,3,4,3,3,3,4,4,4,3,4,4,4,3,3,2,4,3,4,0,0
"1224",3,488317,4,4,3,4,4,4,3,4,3,4,4,3,3,3,3,2,3,4,4,3,3,4,3,4,4,3,3,3,3,0,0,4,2,3,18,1,5,5,4,2,3,4,4,3,4,25,1,1,3,1,2,24,3,4,3,3,3,4,4,3,3,4,4,3,3,3,3,3,3,4,4,3,4,4,4,3,3,4,4,0,0
"1225",1,8518,5,2,3,4,4,4,3,3,4,4,3,3,3,3,2,2,2,5,5,3,5,5,4,5,4,3,3,3,3,0,0,4,3,3,17,2,5,4,3,1,4,4,4,5,4,60,2,14,1,5,3,10,3,4,3,3,3,3,3,3,3,3,4,4,5,4,4,4,5,5,5,4,4,5,5,3,3,3,4,0,0
"1226",1,485655,3,2,3,4,2,3,3,5,2,3,1,3,1,2,3,2,2,3,4,2,4,3,3,5,3,3,2,3,4,2,1,5,4,3,21,1,5,5,5,2,1,4,3,4,4,70,2,19,1,1,3,24,4,3,4,3,3,3,3,3,4,3,4,2,4,4,4,4,4,3,3,4,3,3,3,2,3,3,4,0,0
"1227",3,237406,5,3,3,4,4,4,4,4,3,5,4,3,3,3,4,2,3,4,4,3,4,4,3,4,4,3,2,3,5,1,1,2,2,3,22,1,5,3,3,2,2,4,5,2,4,200,2,14,1,5,4,3,5,5,5,3,4,3,4,4,4,4,5,5,3,5,4,5,4,5,4,5,5,5,5,5,5,4,3,0,0
"1228",2,22402,4,3,3,3,2,4,4,4,2,2,4,3,3,3,3,2,2,4,4,3,4,4,3,4,3,3,3,3,4,0,0,4,2,3,24,1,5,3,2,2,3,3,4,3,3,20,1,17,1,1,3,5,5,4,5,4,5,4,4,4,3,3,3,3,3,4,5,3,4,5,4,4,4,4,4,4,4,4,3,0,0
"1229",1,9233,4,3,3,4,3,5,5,4,4,3,2,3,3,3,3,3,3,5,5,3,5,5,4,4,3,3,4,4,4,1,1,4,5,3,18,1,4,4,4,2,4,4,4,4,3,20,2,14,1,1,3,10,4,3,3,3,4,3,3,3,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,3,0,0
"1230",1,231833,4,2,1,4,4,1,1,4,1,4,2,3,1,2,4,1,1,4,4,2,4,3,2,4,1,4,2,1,4,1,1,2,3,3,22,3,5,4,4,3,5,2,4,3,3,175,2,13,1,1,4,3,4,3,3,3,4,3,4,4,4,3,3,4,3,3,4,4,2,4,3,4,4,4,4,4,4,3,3,0,0
"1231",1,3106,5,2,3,4,5,4,4,2,1,2,2,4,2,3,2,1,1,4,5,2,5,4,4,3,2,3,3,3,4,1,1,4,1,3,14,1,5,3,3,2,3,2,5,1,2,20,2,12,1,5,4,10,5,3,3,4,3,5,4,4,4,5,4,3,3,5,5,4,4,4,4,4,4,4,4,3,4,5,3,1,0
"1232",3,422791,4,4,3,3,4,3,4,4,3,4,4,4,3,3,3,3,3,4,4,3,4,3,3,4,3,3,3,3,3,0,0,4,6,3,19,3,2,2,3,1,3,4,4,3,3,2,1,14,5,7,1,54,3,3,3,3,3,4,3,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,3,3,0,0
"1233",1,1313,3,3,2,4,4,4,3,3,1,4,3,3,3,3,3,2,2,4,4,3,5,5,2,5,2,3,4,3,4,1,1,4,4,3,22,1,5,5,5,2,3,4,5,5,5,14,2,16,1,1,2,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,0,0
"1234",1,4465,4,3,3,3,3,4,4,4,3,4,2,2,3,3,3,3,3,4,4,3,4,3,4,3,3,3,3,3,4,0,0,4,4,3,24,3,5,4,3,2,4,2,4,2,3,10,1,15,1,2,4,53,3,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,3,4,4,3,0,0
"1235",1,221100,5,4,3,3,4,4,3,5,3,4,1,2,2,3,3,1,1,3,4,1,3,3,3,4,3,3,2,2,4,1,1,4,2,3,18,1,5,5,5,2,4,5,5,4,5,30,2,17,1,1,1,45,3,3,3,3,3,3,3,3,4,3,4,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,0,0
