ID,Program.Code,From.Grade,To.Grade,Group.State,Is.Non.Annual.,Days,Travel.Type,Departure.Date,Return.Date,Deposit.Date,Special.Pay,Tuition,FRP.Active,FRP.Cancelled,FRP.Take.up.percent.,Early.RPL,Latest.RPL,Cancelled.Pax,Total.Discount.Pax,Initial.System.Date,Poverty.Code,Region,CRM.Segment,School.Type,Parent.Meeting.Flag,MDR.Low.Grade,MDR.High.Grade,Total.School.Enrollment,Income.Level,EZ.Pay.Take.Up.Rate,School.Sponsor,SPR.Product.Type,SPR.New.Existing,FPP,Total.Pax,SPR.Group.Revenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPP.to.School.enrollment,FPP.to.PAX,Num.of.Non_FPP.PAX,SchoolSizeIndicator,Retained.in.2012.
1405,HD,8,8,IL,0,4,B,40693,40697,40483,NA,768,31,6,0.738,40246,40421,5,3,40236,B,Other,10,PUBLIC,0,6,8,550,J,0.476,0,East Coast,EXISTING,42,45,768,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.076363636,0.933333333,3,S-M,1
1406,HD,8,8,MO,0,5,A,40693,40697,40481,FR,1676,19,5,0.487,40270,40399,5,3,40270,B,Other,10,PUBLIC,1,6,8,359,I,0.128,0,East Coast,EXISTING,39,42,1676,1,40402,40402,291,291,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.108635097,0.928571429,3,S-M,1
1407,HD,9,12,CO,0,5,A,40693,40697,40452,NA,1827,8,2,0.615,40238,40455,2,2,40239,B,Other,10,PUBLIC,0,PK,12,140,J,0,0,East Coast,NEW,13,15,1827,0,NA,NA,NA,NA,High,High,High->High,May,PK,High,PK->High,H,0,0.092857143,0.866666667,2,S,0
1408,HD,8,8,CO,0,5,A,40693,40697,40452,NA,1912,18,6,0.692,40242,40395,9,2,40243,C,Other,3,PUBLIC,1,6,12,508,K,0.308,0,East Coast,EXISTING,26,28,1912,1,40435,40435,258,258,Middle,Middle,Middle->Middle,May,Middle,High,Middle->High,H,1,0.051181102,0.928571429,2,S-M,1
1409,HD,8,8,AZ,0,5,A,40693,40697,40473,NA,2290,2,0,0.5,40294,40407,0,1,40291,B,Other,5,PUBLIC,1,K,8,1025,N,0.5,0,East Coast,EXISTING,4,5,2290,1,40442,40442,251,251,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,1,0.003902439,0.8,1,L,1
1410,HD,8,NA,AZ,0,5,A,40693,40697,40452,NA,1903,1,1,0.333,40240,40392,1,1,40240,C,Other,5,PUBLIC,1,6,8,95,K,0.333,0,East Coast,EXISTING,3,4,1903,2,40311,40423,382,270,Middle,Undefined,Middle->Undefined,May,Middle,Middle,Middle->Middle,H,0,0.031578947,0.75,1,S,1
1411,HD,8,8,NM,0,5,A,40693,40697,40480,NA,1943,33,5,0.846,40394,40394,8,3,40394,C,Other,10,PUBLIC,1,8,9,510,H,0.256,0,East Coast,EXISTING,39,42,1943,1,40443,40443,250,250,Middle,Middle,Middle->Middle,May,Middle,High,Middle->High,H,1,0.076470588,0.928571429,3,S-M,1
1412,HD,7,8,AZ,0,5,A,40693,40697,40466,NA,2016,6,1,0.75,NA,40396,1,1,40396,B,Other,10,PUBLIC,1,K,8,786,L,0.375,0,East Coast,NEW,8,9,2016,1,40430,40430,263,263,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,0,0.010178117,0.888888889,1,M-L,0
1413,HC,12,12,NE,0,5,A,40693,40697,40466,NA,2117,14,2,0.667,NA,40400,0,2,40401,C,Other,8,PUBLIC,0,9,12,184,C,0.286,0,East Coast,NEW,21,23,2117,0,NA,NA,NA,NA,High,High,High->High,May,High,High,High->High,H,1,0.114130435,0.913043478,2,S,0
1414,HD,8,8,IL,0,4,B,40693,40697,40483,NA,793,28,1,0.596,NA,40420,1,3,40411,B,Other,10,PUBLIC,0,7,8,270,J,0.298,0,East Coast,EXISTING,47,50,793,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.174074074,0.94,3,S,1
1415,HC,11,11,TX,0,5,A,40693,40697,40490,FR,2049,5,7,0.625,NA,40430,8,1,40424,B,Dallas,8,PUBLIC,1,10,12,2175,N,0.375,0,East Coast,EXISTING,8,9,2049,1,40443,40443,250,250,High,High,High->High,May,High,High,High->High,H,1,0.003678161,0.888888889,1,L,0
1416,HD,6,8,MO,1,5,B,40693,40698,40471,NA,929,28,2,0.622,40252,40421,2,3,40248,C,Other,10,PUBLIC,1,6,8,275,F,0.156,0,East Coast,EXISTING,45,48,929,2,40323,40450,370,243,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.163636364,0.9375,3,S,0
1417,HF,4,5,CA,0,1,A,40694,40694,40481,FR,445,20,1,0.465,40309,40435,3,1,40295,C,Southern California,4,PUBLIC,0,K,5,377,L,0.116,0,CA History,EXISTING,43,44,445,0,NA,NA,NA,NA,Elementary,Elementary,Elementary->Elementary,May,K,Elementary,K->Elementary,H,0,0.114058355,0.977272727,1,S-M,1
1418,HD,7,8,NE,1,3,A,40694,40696,40466,FR,1324,9,0,0.818,40206,40399,0,1,40207,B,Other,10,PUBLIC,1,4,8,300,J,0.546,0,East Coast,EXISTING,11,12,1324,1,40435,40435,259,259,Middle,Middle,Middle->Middle,May,Elementary,Middle,Elementary->Middle,H,0,0.036666667,0.916666667,1,S,0
1419,HD,7,8,IA,1,3,A,40694,40696,40483,NA,1318,7,0,0.778,40211,40401,0,1,40211,C,Other,10,PUBLIC,1,6,8,250,G,0.333,0,East Coast,EXISTING,9,10,1318,1,40430,40430,264,264,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.036,0.9,1,S,0
1420,HD,7,8,IN,0,3,A,40694,40696,40452,NA,1193,6,11,0.6,40315,40407,13,1,40313,C,Other,10,PUBLIC,1,6,8,700,I,0.2,0,East Coast,EXISTING,10,11,1193,1,40421,40421,273,273,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.014285714,0.909090909,1,M-L,0
1421,CD,6,8,FL,0,3,A,40694,40696,40483,NA,1249,5,1,1,NA,40410,0,1,40409,,Other,10,CHD,1,PK,12,340,J,0.2,0,East Coast,NEW,5,6,1249,1,40449,40449,245,245,Middle,Middle,Middle->Middle,May,PK,High,PK->High,C,0,0.014705882,0.833333333,1,S-M,0
1422,HN,8,8,TX,0,4,A,40694,40697,40482,NA,1910,18,5,0.462,40287,40424,8,6,40282,B,Houston,10,PUBLIC,1,6,8,897,J,0.385,0,East Coast,EXISTING,39,45,1910,1,40449,40449,245,245,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.043478261,0.866666667,6,L,1
1423,HD,8,8,NE,0,4,A,40694,40697,40452,NA,1649,15,1,0.6,40301,40414,3,1,40281,B,Other,10,PUBLIC,1,6,8,230,F,0.08,0,East Coast,EXISTING,25,26,1649,1,40443,40443,251,251,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.108695652,0.961538462,1,S,1
1424,HD,8,8,ND,0,4,A,40694,40697,40312,FR,1656,33,1,0.66,40253,40253,3,3,40214,B,Other,10,PUBLIC,1,7,9,830,L,0.36,0,East Coast,EXISTING,50,53,1656,1,40448,40448,246,246,Middle,Middle,Middle->Middle,May,Middle,High,Middle->High,H,1,0.060240964,0.943396226,3,L,1
1425,HD,8,8,KS,0,4,A,40694,40697,40494,NA,1549,21,4,0.677,40309,40402,5,1,40310,C,Other,10,PUBLIC,1,8,8,347,C,0.323,0,East Coast,EXISTING,31,32,1549,1,40419,40419,275,275,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.089337176,0.96875,1,S-M,1
1426,HD,NA,NA,ND,0,4,A,40694,40697,40480,NA,1566,26,1,0.765,40317,40414,1,1,40317,B,Other,10,PUBLIC,1,7,9,164,G,0.412,0,East Coast,EXISTING,34,35,1566,1,40422,40422,272,272,Undefined,Undefined,Undefined->Undefined,May,Middle,High,Middle->High,H,0,0.207317073,0.971428571,1,S,1
1427,HD,8,8,KS,0,4,A,40694,40697,40480,FR,1469,7,2,0.333,40246,40421,3,2,40246,B,Other,10,PUBLIC,0,6,8,411,F,0.143,0,East Coast,EXISTING,21,23,1469,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.051094891,0.913043478,2,S-M,1
1428,HY,8,8,NH,0,4,B,40694,40697,40472,CP,609,50,8,0.37,40344,40441,14,8,40344,B,Other,10,PUBLIC,1,6,8,1174,J,0.163,0,East Coast,EXISTING,135,143,609,1,40444,40444,250,250,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.114991482,0.944055944,8,L,1
1429,HC,6,8,MO,0,4,A,40694,40697,40483,NA,1762,7,4,0.5,40284,40399,4,2,40283,C,Other,10,PUBLIC,1,6,8,600,E,0.286,0,East Coast,NEW,14,16,1762,1,40413,40413,281,281,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.023333333,0.875,2,M-L,0
1430,HD,7,8,IL,1,4,A,40694,40697,40483,NA,1279,14,2,0.875,40247,40399,4,3,40247,,Other,7,PUBLIC,1,,NA,,,0.188,0,East Coast,NEW,16,19,1279,1,40437,40437,257,257,Middle,Middle,Middle->Middle,May,Undefined,Undefined,Undefined->Undefined,H,0,NA,0.842105263,3,,0
1431,HD,7,8,CA,0,4,A,40694,40697,40501,NA,1650,7,4,0.438,NA,40480,6,2,40480,C,Southern California,5,PUBLIC,1,7,8,610,M,0.313,1,East Coast,NEW,16,18,1650,1,40491,40491,203,203,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.026229508,0.888888889,2,M-L,0
1432,HC,8,8,IN,0,4,A,40694,40697,40501,NA,1523,18,1,0.621,40298,40399,3,3,40298,C,Other,10,PUBLIC,1,6,8,575,I,0.241,0,East Coast,EXISTING,29,32,1523,1,40423,40423,271,271,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.050434783,0.90625,3,S-M,1
1433,HC,8,8,IN,0,4,A,40694,40697,40483,NA,1536,24,6,0.8,40217,40415,7,3,40215,C,Other,5,PUBLIC,1,6,8,840,O,0.3,0,East Coast,EXISTING,30,33,1536,1,40435,40435,259,259,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.035714286,0.909090909,3,L,1
1434,HD,8,8,CT,0,4,B,40694,40697,40483,FR,760,88,8,0.672,40259,40420,9,12,40226,A,Other,5,PUBLIC,1,6,8,530,Q,0.137,1,East Coast,EXISTING,131,143,760,1,40457,40457,237,237,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.247169811,0.916083916,12,S-M,1
1435,HD,7,8,KS,0,4,A,40694,40697,40494,NA,1553,13,1,0.684,40303,40403,1,1,40303,A,Other,10,PUBLIC,1,6,8,600,N,0.526,0,East Coast,EXISTING,19,20,1553,2,40423,40679,271,15,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.031666667,0.95,1,M-L,1
1436,HD,8,8,NE,0,4,A,40694,40697,40483,FR,1410,31,2,0.564,40260,40421,4,4,40256,A,Other,10,PUBLIC,1,6,8,661,O,0.382,0,East Coast,EXISTING,55,59,1410,1,40429,40429,265,265,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.083207262,0.93220339,4,M-L,1
1437,HD,7,8,OK,0,4,A,40694,40697,40452,NA,1396,26,3,0.867,40287,40407,3,2,40282,A,Other,10,PUBLIC,1,6,8,928,L,0.367,0,East Coast,EXISTING,30,32,1396,1,40423,40423,271,271,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.032327586,0.9375,2,L,1
1438,HD,8,8,TX,0,4,A,40694,40697,40490,NA,1587,16,2,1,40311,40441,2,2,40311,C,Houston,10,PUBLIC,1,6,8,336,G,0.25,0,East Coast,NEW,16,18,1587,2,40317,40457,377,237,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.047619048,0.888888889,2,S,0
1439,HD,7,8,TX,1,4,A,40694,40697,40466,NA,1228,14,6,0.778,40242,40401,7,2,40242,,Houston,10,Catholic,1,PK,8,399,B,0.5,0,East Coast,EXISTING,18,20,1228,1,40421,40421,273,273,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,0,0.045112782,0.9,2,S-M,0
1440,HD,8,8,CT,0,4,B,40694,40697,40330,NA,743,115,12,0.737,40309,40448,16,19,40303,B,Other,10,PUBLIC,0,6,8,1110,M,0.224,0,East Coast,EXISTING,156,175,743,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.140540541,0.891428571,19,L,1
1441,HD,8,8,CO,0,4,A,40694,40697,40466,NA,1651,19,7,0.792,40283,40420,6,3,40282,B,Other,10,PUBLIC,1,K,8,917,O,0.458,0,East Coast,NEW,24,27,1651,1,40436,40436,258,258,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,1,0.026172301,0.888888889,3,L,1
1442,HD,7,8,OK,1,4,A,40694,40697,40452,NA,1583,2,13,0.4,40225,40415,15,1,40200,C,Other,10,PUBLIC,1,6,8,125,G,0.2,0,East Coast,EXISTING,5,6,1583,2,40309,40434,385,260,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.04,0.833333333,1,S,0
1443,HD,11,12,TN,0,4,A,40694,40697,40466,NA,1557,3,0,1,40287,40287,3,1,40284,B,Other,8,PUBLIC,1,9,12,2000,O,0.667,0,East Coast,NEW,3,4,1557,2,40421,40435,273,259,High,High,High->High,May,High,High,High->High,H,0,0.0015,0.75,1,L,0
1444,HD,7,8,TN,1,4,A,40694,40697,40473,NA,1478,34,4,0.791,40203,40431,4,3,40204,B,Other,10,PUBLIC,1,4,8,550,I,0.372,0,East Coast,EXISTING,43,46,1478,1,40435,40435,259,259,Middle,Middle,Middle->Middle,May,Elementary,Middle,Elementary->Middle,H,0,0.078181818,0.934782609,3,S-M,0
1445,CD,7,12,TX,1,4,A,40694,40697,40452,NA,1592,12,1,0.923,40242,40393,2,1,40241,,Dallas,1,CHD,1,PK,12,230,I,0.539,0,East Coast,NEW,13,14,1592,2,40280,40407,414,287,Middle,High,Middle->High,May,PK,High,PK->High,C,0,0.056521739,0.928571429,1,S,1
1446,HC,8,8,SD,0,5,A,40694,40698,40452,NA,1910,48,4,0.403,40213,40413,4,10,40199,B,Other,10,PUBLIC,1,7,8,590,H,0.319,0,East Coast,EXISTING,119,129,1910,2,40287,40428,407,266,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.201694915,0.92248062,10,M-L,1
1447,HD,8,8,KS,0,5,A,40694,40698,40483,FR,1899,20,4,0.769,40217,40408,6,3,40212,B,Other,10,PUBLIC,1,6,8,549,L,0.308,0,East Coast,EXISTING,26,29,1899,1,40416,40416,278,278,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.047358834,0.896551724,3,S-M,1
1448,HD,7,8,OK,1,5,A,40694,40698,40483,FR,1680,3,1,0.375,40217,40409,1,2,40215,C,Other,10,PUBLIC,0,8,9,280,G,0.5,0,East Coast,EXISTING,8,10,1680,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,May,Middle,High,Middle->High,H,0,0.028571429,0.8,2,S,0
1449,HC,8,8,KS,1,5,A,40694,40698,40483,NA,1899,39,0,0.609,40213,40416,0,6,40214,B,Other,10,PUBLIC,1,6,8,184,I,0.25,0,East Coast,EXISTING,64,70,1899,2,40261,40429,433,265,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.347826087,0.914285714,6,S,0
1450,HD,8,8,IN,0,5,B,40694,40698,40452,NA,808,14,0,0.378,40256,40410,2,2,40255,B,Other,10,PUBLIC,1,7,12,611,K,0.297,0,East Coast,EXISTING,37,39,808,1,40450,40450,244,244,Middle,Middle,Middle->Middle,May,Middle,High,Middle->High,H,1,0.060556465,0.948717949,2,M-L,1
1451,HD,8,8,CO,0,5,A,40694,40698,40483,FR,1629,16,0,0.8,40281,40421,1,2,40277,B,Other,10,PUBLIC,1,6,8,151,J,0.2,0,East Coast,EXISTING,20,22,1629,1,40430,40430,264,264,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.132450331,0.909090909,2,S,1
1452,HC,8,8,TX,0,5,A,40694,40698,40479,FR,2061,14,8,0.933,40241,40241,6,2,40239,C,Houston,10,PUBLIC,1,6,8,150,E,0.6,0,East Coast,EXISTING,15,17,2061,1,40317,40317,377,377,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.1,0.882352941,2,S,0
1453,HD,8,8,TX,0,4,A,40694,40698,40466,NA,1768,16,5,0.485,40288,40416,7,3,40288,C,Houston,10,PUBLIC,1,7,8,266,C,0.424,0,East Coast,EXISTING,33,36,1768,1,40428,40428,266,266,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.12406015,0.916666667,3,S,1
1454,HD,8,8,IL,0,5,B,40694,40698,40466,FR,853,12,2,0.375,40203,40417,3,3,40200,B,Other,10,PUBLIC,1,6,8,300,L,0.188,0,East Coast,EXISTING,32,35,853,2,40315,40414,379,280,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.106666667,0.914285714,3,S,1
1455,HD,7,8,IN,1,5,B,40694,40698,40466,FR,774,23,6,0.622,40316,40420,9,5,40315,B,Other,10,PUBLIC,1,PK,8,520,I,0.189,0,East Coast,EXISTING,37,42,774,1,40435,40435,259,259,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,0,0.071153846,0.880952381,5,S-M,0
1456,HC,7,8,AZ,0,5,A,40694,40698,40513,NA,2165,12,1,0.8,40235,40420,4,2,40236,B,Other,10,PUBLIC,1,1,8,470,K,0.133,0,East Coast,EXISTING,15,17,2165,1,40456,40456,238,238,Middle,Middle,Middle->Middle,May,Elementary,Middle,Elementary->Middle,H,0,0.031914894,0.882352941,2,S-M,0
1457,HC,11,12,NE,1,5,A,40694,40698,40452,FR,1898,20,8,0.571,39934,40417,8,5,39933,B,Other,10,PUBLIC,1,K,12,292,J,0.429,0,East Coast,EXISTING,35,40,1898,1,39945,39945,749,749,High,High,High->High,May,K,High,K->High,H,0,0.119863014,0.875,5,S,0
1458,HD,7,8,KS,1,5,A,40694,40698,40452,NA,1499,11,0,0.55,40210,40422,0,3,40208,B,Other,10,PUBLIC,1,PK,8,248,I,0.75,0,East Coast,EXISTING,20,23,1499,2,40287,40443,407,251,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,0,0.080645161,0.869565217,3,S,0
1459,HD,8,8,MO,0,5,A,40694,40698,40483,NA,1987,13,7,0.765,40213,40406,8,2,40214,B,Other,10,PUBLIC,1,7,8,360,O,0.294,0,East Coast,EXISTING,17,19,1987,1,40421,40421,273,273,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.047222222,0.894736842,2,S-M,1
1460,HD,8,8,NE,0,5,A,40694,40698,40459,NA,1715,25,4,0.581,40204,40399,5,3,40204,B,Other,10,PUBLIC,1,6,8,509,H,0.326,0,East Coast,EXISTING,43,46,1715,1,40435,40435,259,259,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.084479371,0.934782609,3,S-M,1
1461,HD,8,8,GA,0,3,B,40694,40698,40497,NA,688,15,2,0.79,40312,40312,3,1,40312,C,Other,10,PUBLIC,1,6,8,550,H,0.158,0,East Coast,NEW,19,20,688,1,40449,40449,245,245,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.034545455,0.95,1,S-M,1
1462,HD,8,8,CA,0,4,A,40694,40698,40456,CP,1529,48,14,0.686,40269,40416,20,6,40269,B,Southern California,10,PUBLIC,1,6,8,800,G,0.214,0,East Coast,EXISTING,70,76,1529,1,40422,40422,272,272,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.0875,0.921052632,6,M-L,1
1463,HD,NA,NA,IN,0,4,B,40694,40698,40452,NA,817,24,3,0.774,40238,40403,4,3,40238,B,Other,10,PUBLIC,1,7,12,900,J,0.161,0,East Coast,NEW,31,34,817,1,40416,40416,278,278,Undefined,Undefined,Undefined->Undefined,May,Middle,High,Middle->High,H,0,0.034444444,0.911764706,3,L,1
1464,HD,NA,NA,GA,0,3,B,40694,40698,40487,NA,688,14,0,0.636,40311,40311,0,2,40312,C,Other,10,PUBLIC,1,6,8,1000,D,0.273,0,East Coast,NEW,22,24,688,1,40470,40470,224,224,Undefined,Undefined,Undefined->Undefined,May,Middle,Middle,Middle->Middle,H,0,0.022,0.916666667,2,L,1
1465,CD,10,11,WA,0,5,A,40694,40698,40466,NA,1729,8,2,0.4,40273,40413,2,1,40271,,Pacific Northwest,10,CHD,0,PK,11,211,L,0.1,0,East Coast,NEW,20,21,1729,0,NA,NA,NA,NA,High,High,High->High,May,PK,High,PK->High,C,0,0.09478673,0.952380952,1,S,0
1466,ST,6,8,CA,1,5,A,40694,40698,40497,NA,1774,2,1,0.286,40266,40423,7,2,40264,,Southern California,4,CHD,1,K,8,170,P,0,1,Science,NEW,7,9,1774,2,40316,40470,378,224,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,S,0,0.041176471,0.777777778,2,S,1
1467,HD,8,8,TN,0,4,B,40694,40698,40494,NA,822,25,4,0.735,NA,40403,5,2,40333,A,Other,10,PUBLIC,1,PK,8,582,O,0.265,0,East Coast,EXISTING,34,36,822,1,40430,40430,264,264,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,1,0.058419244,0.944444444,2,M-L,1
1468,HC,8,8,CO,0,5,A,40694,40698,40480,FR,2140,20,1,0.769,40252,40407,2,3,40246,B,Other,10,PUBLIC,1,6,8,250,L,0.308,0,East Coast,EXISTING,26,29,2140,1,40451,40451,243,243,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.104,0.896551724,3,S,1
1469,HD,7,8,AZ,0,5,A,40694,40698,40452,NA,1728,12,7,0.75,40218,40402,10,3,40214,B,Other,10,PUBLIC,1,7,8,1310,N,0.313,0,East Coast,EXISTING,16,19,1728,2,40269,40422,425,272,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.01221374,0.842105263,3,L,1
1470,HD,8,8,CA,0,5,A,40694,40698,40490,NA,1654,8,4,0.889,40266,40414,3,1,40267,B,Northern California,5,PUBLIC,1,K,8,1111,Q,0.222,0,East Coast,EXISTING,9,10,1654,2,40297,40429,397,265,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,1,0.00810081,0.9,1,L,1
1471,HC,8,8,NM,0,5,A,40694,40698,40483,NA,2226,13,1,0.867,NA,40421,6,3,40415,C,Other,10,PUBLIC,1,6,8,594,F,0.2,0,East Coast,NEW,15,18,2226,1,40435,40435,259,259,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.025252525,0.833333333,3,M-L,0
1472,HC,9,9,TX,0,5,A,40694,40698,40482,NA,2114,4,4,1,NA,40417,11,1,40416,B,Dallas,8,PUBLIC,1,9,9,710,N,0,0,East Coast,NEW,4,5,2114,1,40437,40437,257,257,High,High,High->High,May,High,High,High->High,H,1,0.005633803,0.8,1,M-L,1
1473,HD,NA,NA,CA,0,5,A,40694,40698,40462,NA,2149,4,2,0.667,NA,40422,2,1,40421,,Northern California,10,Catholic,1,K,8,200,L,0.333,0,East Coast,NEW,6,7,2149,1,40443,40443,251,251,Undefined,Undefined,Undefined->Undefined,May,K,Middle,K->Middle,H,0,0.03,0.857142857,1,S,0
1474,HD,7,8,CO,0,5,A,40694,40698,40492,NA,1948,2,2,0.286,NA,40436,2,1,40430,B,Other,10,PUBLIC,1,PK,12,530,K,0.143,0,East Coast,NEW,7,8,1948,1,40457,40457,237,237,Middle,Middle,Middle->Middle,May,PK,High,PK->High,H,0,0.013207547,0.875,1,S-M,0
1475,HC,9,12,NM,0,5,A,40694,40698,40483,NA,2226,2,1,0.333,NA,40444,2,1,40444,C,Other,8,PUBLIC,1,9,12,851,F,0.333,0,East Coast,NEW,6,7,2226,1,40464,40464,230,230,High,High,High->High,May,High,High,High->High,H,0,0.007050529,0.857142857,1,L,0
1476,HC,7,8,TX,1,5,A,40694,40698,40486,NA,2074,3,4,0.375,NA,40444,5,1,40445,,Dallas,7,PUBLIC,1,,NA,,,0,0,East Coast,EXISTING,8,9,2074,1,40470,40470,224,224,Middle,Middle,Middle->Middle,May,Undefined,Undefined,Undefined->Undefined,H,0,NA,0.888888889,1,,1
1477,HD,8,8,GA,0,3,B,40694,40698,40487,NA,688,15,3,0.882,NA,40448,5,1,40446,C,Other,10,PUBLIC,1,6,8,523,D,0.118,0,East Coast,NEW,17,18,688,2,40448,40470,246,224,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.03250478,0.944444444,1,S-M,1
1478,HC,11,11,NE,0,5,A,40694,40698,40497,NA,1898,6,0,0.462,NA,40465,0,1,40465,B,Other,10,PUBLIC,1,PK,12,490,H,0.462,0,East Coast,NEW,13,14,1898,1,40475,40475,219,219,High,High,High->High,May,PK,High,PK->High,H,1,0.026530612,0.928571429,1,S-M,1
1479,HD,8,NA,CA,0,5,A,40694,40698,40515,NA,1998,5,2,0.5,NA,40473,5,1,40474,C,Northern California,5,PUBLIC,1,7,8,600,I,0,0,East Coast,NEW,10,11,1998,1,40500,40500,194,194,Middle,Undefined,Middle->Undefined,May,Middle,Middle,Middle->Middle,H,0,0.016666667,0.909090909,1,M-L,1
1480,HD,8,8,CO,0,5,A,40694,40698,40522,NA,1788,10,1,0.588,NA,40487,2,2,40484,B,Other,5,PUBLIC,1,6,8,541,N,0.235,0,East Coast,EXISTING,17,19,1788,1,40519,40519,175,175,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.03142329,0.894736842,2,S-M,0
1481,HC,7,8,AZ,0,5,A,40694,40698,40515,NA,2006,8,3,0.8,NA,40485,8,1,40485,B,Other,10,PUBLIC,1,K,8,897,J,0.1,0,East Coast,NEW,10,11,2006,1,40498,40498,196,196,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,0,0.011148272,0.909090909,1,L,0
1482,HC,7,8,TX,0,5,A,40694,40699,40466,NA,2123,34,6,0.872,40221,40402,7,5,40220,C,Dallas,10,PUBLIC,1,6,8,813,K,0.308,1,East Coast,EXISTING,39,44,2123,1,40428,40428,266,266,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.04797048,0.886363636,5,L,1
1483,HC,8,8,SD,0,6,A,40694,40699,40481,FR,1572,5,1,0.2,40206,40420,0,1,40206,,Other,4,CHD,1,PK,6,,J,0.04,0,East Coast,EXISTING,25,26,1572,1,40444,40444,250,250,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,1,NA,0.961538462,1,,1
1484,HC,7,8,NM,0,6,A,40694,40699,40473,NA,2400,7,2,0.539,40309,40414,3,1,40310,C,Other,10,PUBLIC,1,6,8,750,M,0.154,0,East Coast,EXISTING,13,14,2400,1,40422,40422,272,272,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.017333333,0.928571429,1,M-L,1
