ID,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price
4560,1.17,Very Good,F,VS2,VG,VG,GIA,8144
4561,1.03,Signature-Ideal,G,VS1,ID,ID,AGSL,7880
4562,1.08,Ideal,H,SI1,VG,VG,GIA,4922
4563,0.84,Ideal,D,VVS1,EX,EX,GIA,6847
4564,2,Very Good,I,SI1,EX,EX,GIA,15053
4565,1.55,Very Good,G,VVS2,EX,EX,GIA,15930
4566,1.51,Very Good,E,VS2,EX,EX,GIA,13830
4567,1.45,Ideal,I,VS1,EX,EX,GIA,8718
4568,1.42,Signature-Ideal,D,VS1,ID,ID,AGSL,16618
4569,0.91,Very Good,G,VS1,VG,G,GIA,4381
4570,2.12,Ideal,G,VVS2,VG,EX,GIA,29314
4571,1.21,Ideal,G,VS1,VG,VG,GIA,9075
4572,1.02,Fair,F,SI1,VG,VG,GIA,4782
4573,2,Ideal,D,VVS1,EX,EX,GIA,47879
4574,1.2,Very Good,H,VS1,VG,EX,GIA,7239
4575,2.19,Very Good,G,VS1,VG,VG,GIA,30869
4576,1.19,Ideal,G,VVS2,ID,ID,AGSL,9403
4577,1.21,Ideal,E,SI1,VG,EX,GIA,7088
4578,1.07,Ideal,G,VVS2,EX,EX,GIA,8491
4579,1.06,Very Good,F,SI1,G,VG,GIA,4721
4580,0.86,Ideal,E,SI1,EX,EX,GIA,3997
4581,1.51,Good,E,SI1,EX,G,GIA,11487
4582,1.52,Very Good,F,SI1,G,VG,GIA,11794
4583,1.13,Ideal,E,VS2,EX,EX,GIA,8430
4584,2,Very Good,E,VS2,EX,VG,GIA,26058
4585,1.26,Signature-Ideal,H,SI1,ID,ID,AGSL,8110
4586,0.83,Ideal,F,VS2,VG,VG,GIA,3625
4587,1,Ideal,D,SI1,EX,EX,GIA,5804
4588,0.96,Ideal,D,VS1,VG,EX,GIA,6948
4589,2,Very Good,G,VS2,VG,G,GIA,25532
4590,1.01,Very Good,G,VVS2,VG,VG,GIA,6975
4591,1.21,Very Good,I,SI1,G,G,GIA,5346
4592,1.72,Ideal,H,SI1,EX,EX,GIA,12865
4593,1.17,Ideal,G,VVS1,ID,ID,AGSL,9799
4594,2.28,Ideal,G,VS2,EX,EX,GIA,33041
4595,2.02,Ideal,F,SI1,EX,EX,GIA,21602
4596,1.51,Very Good,F,SI1,VG,G,GIA,9150
4597,1.02,Fair,E,SI1,EX,EX,AGSL,5209
4598,1.03,Ideal,E,VVS2,VG,VG,GIA,9854
4599,1.51,Very Good,F,VS1,VG,VG,GIA,15353
4600,1.7,Good,I,SI1,G,VG,GIA,9523
4601,1.71,Ideal,H,VVS1,EX,EX,GIA,16548
4602,0.9,Good,E,SI1,VG,VG,GIA,3945
4603,1,Very Good,F,SI1,EX,EX,GIA,5521
4604,1.38,Ideal,I,VS1,EX,EX,GIA,7721
4605,0.82,Ideal,F,SI1,EX,VG,GIA,3439
4606,2.41,Ideal,I,VS2,VG,VG,GIA,19971
4607,0.77,Good,I,SI1,EX,VG,GIA,2241
4608,0.93,Ideal,E,SI1,VG,VG,GIA,4583
4609,0.8,Ideal,F,VS1,EX,EX,GIA,4362
4610,1,Good,H,VS1,VG,VG,GIA,5110
4611,1.56,Ideal,G,VS1,ID,ID,AGSL,14502
4612,1.02,Ideal,D,SI1,EX,EX,GIA,6040
4613,2.01,Very Good,F,SI1,VG,G,GIA,19570
4614,1.74,Ideal,D,VS2,EX,EX,GIA,20892
4615,1.01,Fair,G,SI1,VG,G,GIA,4905
4616,1.03,Ideal,I,VS2,EX,EX,GIA,5378
4617,0.82,Good,F,VS2,EX,VG,AGSL,3363
4618,0.93,Ideal,E,VS2,EX,VG,GIA,5411
4619,1.16,Ideal,H,VS2,EX,EX,GIA,6673
4620,1.01,Fair,G,SI1,VG,VG,GIA,4417
4621,1,Very Good,F,IF,VG,EX,GIA,9248
4622,0.91,Very Good,H,VS1,VG,VG,GIA,4370
4623,1.6,Ideal,H,IF,ID,ID,AGSL,15134
4624,1.01,Good,F,VS2,VG,VG,GIA,6346
4625,1.04,Ideal,D,VS2,VG,VG,GIA,7632
4626,0.77,Ideal,I,VVS2,EX,EX,GIA,2824
4627,1.04,Signature-Ideal,D,VS1,EX,EX,GIA,10709
4628,2.02,Very Good,F,VS2,EX,EX,GIA,27542
4629,2.01,Ideal,H,VS1,EX,EX,GIA,23897
4630,1.11,Ideal,I,SI1,EX,EX,GIA,5329
4631,1.52,Ideal,H,VS2,ID,ID,AGSL,11313
4632,1.12,Ideal,H,SI1,VG,EX,GIA,5624
4633,1.5,Very Good,D,SI1,VG,VG,GIA,11352
4634,1.5,Very Good,I,VS2,VG,VG,GIA,9236
4635,1.01,Good,E,SI1,G,G,GIA,5020
4636,1.02,Good,I,SI1,G,VG,GIA,4105
4637,1.01,Very Good,I,SI1,EX,EX,GIA,4681
4638,2.01,Very Good,I,SI1,EX,EX,GIA,15745
4639,2.02,Ideal,E,VS1,VG,VG,GIA,36081
4640,1.08,Very Good,G,VS1,VG,VG,GIA,6892
4641,0.9,Very Good,H,VS2,VG,VG,GIA,4149
4642,1.51,Very Good,G,VS2,EX,VG,GIA,11041
4643,0.91,Very Good,I,VS2,G,G,GIA,3645
4644,2.07,Ideal,F,SI1,EX,EX,GIA,20594
4645,2.41,Very Good,F,IF,EX,EX,GIA,54256
4646,0.99,Very Good,G,SI1,VG,G,GIA,4495
4647,1.11,Ideal,G,SI1,VG,EX,GIA,5591
4648,2.01,Very Good,F,IF,EX,EX,GIA,45456
4649,2.01,Very Good,D,VS2,EX,EX,GIA,29860
4650,1.7,Very Good,G,VS1,VG,G,GIA,16076
4651,1.09,Ideal,F,VVS2,EX,EX,GIA,10246
4652,2.29,Ideal,G,VVS2,VG,EX,GIA,31230
4653,0.86,Fair,G,VS1,VG,VG,AGSL,3756
4654,2.35,Signature-Ideal,H,SI1,ID,ID,AGSL,24988
4655,1.32,Ideal,G,VS1,ID,ID,AGSL,10298
4656,0.9,Fair,D,SI1,VG,G,GIA,4252
4657,1.57,Very Good,H,SI1,EX,VG,GIA,12392
4658,1.54,Very Good,E,VS2,VG,G,GIA,13893
4659,1.5,Very Good,D,IF,VG,G,GIA,28381
4660,1.06,Ideal,G,VS2,EX,EX,GIA,6660
4661,1.54,Ideal,F,VS2,EX,EX,GIA,17029
4662,2.02,Ideal,I,SI1,ID,ID,AGSL,15974
4663,2.29,Ideal,D,VS1,VG,VG,GIA,40644
4664,2,Very Good,H,VS1,EX,EX,GIA,21829
4665,1.51,Very Good,H,VS2,EX,VG,GIA,10950
4666,2.02,Ideal,F,VS1,VG,VG,GIA,32232
4667,1.55,Ideal,F,VVS2,EX,EX,GIA,16088
4668,1.53,Very Good,G,VVS2,EX,EX,GIA,15466
4669,0.9,Ideal,H,VS2,VG,VG,GIA,4178
4670,1.59,Ideal,H,VVS2,ID,ID,AGSL,12971
4671,2.79,Ideal,D,VVS2,EX,EX,GIA,77033
4672,1.3,Ideal,G,VVS2,VG,VG,GIA,11853
4673,1.01,Good,I,SI1,VG,G,GIA,4069
4674,1.07,Ideal,D,VS2,EX,EX,GIA,8202
4675,1.61,Signature-Ideal,H,VS2,ID,ID,AGSL,13873
4676,1.76,Ideal,G,SI1,EX,EX,GIA,10896
4677,2.05,Ideal,H,VS1,VG,VG,GIA,21630
4678,1.13,Signature-Ideal,G,VS2,EX,EX,GIA,8257
4679,2.11,Ideal,H,VS2,VG,VG,GIA,20911
4680,1.02,Ideal,H,SI1,VG,VG,GIA,4746
4681,2.23,Very Good,D,VVS2,VG,VG,GIA,51127
4682,1.01,Very Good,I,SI1,VG,VG,GIA,4207
4683,0.91,Very Good,I,VS2,G,VG,GIA,4008
4684,1.01,Good,I,SI1,EX,EX,AGSL,4331
4685,1.01,Fair,H,VS2,VG,VG,GIA,4030
4686,1.01,Very Good,H,SI1,EX,EX,GIA,5433
4687,0.92,Ideal,G,VS2,VG,VG,GIA,5070
4688,0.79,Ideal,G,VS1,ID,ID,AGSL,3561
4689,1.09,Very Good,F,SI1,VG,G,GIA,5570
4690,1.26,Very Good,F,VS1,VG,G,GIA,10284
4691,2.54,Ideal,H,VS1,EX,EX,GIA,31706
4692,1.05,Ideal,H,VS2,VG,VG,GIA,6224
4693,1.01,Very Good,I,SI1,G,G,GIA,4065
4694,1.15,Ideal,G,VVS1,EX,EX,GIA,10265
4695,1.58,Ideal,I,VVS1,ID,ID,AGSL,11526
4696,1.63,Ideal,D,SI1,EX,EX,GIA,13625
4697,1.04,Signature-Ideal,F,VVS2,EX,EX,GIA,10804
4698,1.24,Good,H,VS2,G,G,GIA,7210
4699,1.12,Signature-Ideal,E,VVS1,ID,ID,AGSL,14696
4700,0.91,Very Good,F,VS2,G,G,GIA,4849
4701,2.02,Ideal,G,VS2,EX,EX,GIA,27068
4702,0.91,Fair,E,SI1,G,VG,GIA,4132
4703,2.45,Very Good,F,VS1,VG,G,GIA,40939
4704,1.63,Ideal,I,VS2,EX,EX,GIA,10401
4705,1.12,Ideal,F,VS2,VG,VG,GIA,7715
4706,1.2,Ideal,H,VS2,VG,VG,GIA,7229
4707,1.16,Ideal,G,SI1,EX,VG,GIA,6408
4708,0.79,Very Good,G,SI1,EX,VG,GIA,2793
4709,1,Good,I,VS1,VG,VG,GIA,4624
4710,1.34,Very Good,I,VS2,EX,EX,AGSL,6884
4711,2.27,Very Good,G,VS1,VG,EX,GIA,29883
4712,0.81,Ideal,G,VS2,VG,VG,GIA,3650
4713,1.57,Very Good,I,VS2,VG,EX,GIA,9688
4714,1.32,Ideal,I,VS2,EX,VG,GIA,7059
4715,2.02,Ideal,G,VS1,VG,EX,GIA,26970
4716,2.06,Ideal,I,VS1,EX,EX,GIA,19530
4717,1.14,Signature-Ideal,H,SI1,ID,ID,AGSL,7079
4718,1.05,Ideal,E,VVS2,EX,EX,GIA,10162
4719,1.25,Very Good,F,VS2,VG,VG,GIA,9377
4720,1.05,Very Good,I,VS2,EX,EX,GIA,4895
4721,1.54,Very Good,G,IF,VG,VG,GIA,15444
4722,1,Good,E,VS1,EX,EX,GIA,7556
4723,1.19,Signature-Ideal,I,VVS2,ID,ID,AGSL,7678
4724,2.03,Ideal,G,SI1,VG,EX,GIA,20192
4725,1.57,Very Good,F,SI1,VG,EX,GIA,11998
4726,2.57,Ideal,G,VVS2,EX,EX,GIA,43103
4727,1.21,Very Good,H,SI1,EX,EX,GIA,6892
4728,2.18,Very Good,G,SI1,G,VG,GIA,19659
4729,2.61,Very Good,F,VS2,VG,VG,GIA,39909
4730,1.01,Very Good,D,VS2,EX,VG,GIA,7422
4731,2.06,Signature-Ideal,I,IF,ID,ID,AGSL,25354
4732,1.11,Very Good,F,VS1,EX,EX,GIA,8528
4733,1.05,Ideal,G,VS1,EX,EX,GIA,7572
4734,1.06,Ideal,G,VS2,VG,VG,GIA,6597
4735,1,Good,F,SI1,EX,EX,GIA,4759
4736,0.9,Good,E,SI1,VG,G,GIA,3575
4737,0.82,Ideal,F,SI1,EX,EX,GIA,3518
4738,1.27,Very Good,I,SI1,VG,G,GIA,6559
4739,1.37,Signature-Ideal,D,VS1,ID,ID,AGSL,15821
4740,2.01,Good,G,SI1,EX,EX,GIA,21398
4741,1.01,Very Good,D,SI1,EX,EX,GIA,5621
4742,2.01,Very Good,G,VS1,EX,EX,GIA,23156
4743,1,Very Good,I,VS1,EX,EX,GIA,5557
4744,1.62,Signature-Ideal,D,FL,EX,EX,GIA,43344
4745,2.01,Very Good,G,IF,VG,VG,GIA,33173
4746,1.2,Ideal,G,VS1,VG,VG,GIA,8391
4747,1.5,Ideal,F,VS2,VG,G,GIA,14426
4748,1.28,Very Good,H,VS1,EX,VG,GIA,8645
4749,1,Good,I,SI1,VG,G,GIA,4149
4750,1.04,Ideal,H,SI1,VG,VG,GIA,5759
4751,1.01,Good,D,VS2,EX,EX,GIA,6998
4752,0.79,Signature-Ideal,H,SI1,ID,ID,AGSL,3167
4753,0.95,Ideal,H,SI1,EX,EX,GIA,4508
4754,0.91,Very Good,E,VS1,EX,EX,GIA,5530
4755,0.91,Very Good,D,SI1,EX,VG,GIA,4561
4756,1.19,Ideal,G,IF,EX,EX,GIA,10733
4757,1.51,Very Good,I,VS2,VG,VG,GIA,9178
4758,1.05,Very Good,G,SI1,ID,ID,AGSL,5480
4759,1.08,Ideal,G,VS2,EX,EX,GIA,7187
4760,1.65,Very Good,F,SI1,VG,VG,GIA,11117
4761,1.27,Ideal,G,VVS2,EX,EX,GIA,10558
4762,1.31,Ideal,F,VS2,EX,EX,GIA,10960
4763,2.45,Very Good,H,VS2,G,VG,GIA,27810
4764,2.31,Very Good,H,SI1,VG,VG,GIA,19512
4765,0.95,Ideal,F,VS2,EX,EX,GIA,7191
4766,1.09,Signature-Ideal,E,VS1,ID,ID,AGSL,10369
4767,0.9,Very Good,G,SI1,VG,VG,GIA,3649
4768,0.9,Good,F,SI1,VG,G,GIA,3896
4769,1,Very Good,F,VVS2,EX,G,GIA,8055
4770,1.1,Ideal,F,VS1,EX,VG,GIA,7056
4771,1.11,Very Good,F,VVS1,VG,G,GIA,10069
4772,1.1,Signature-Ideal,D,VS2,EX,EX,GIA,10350
4773,2.26,Very Good,G,SI1,G,VG,GIA,19691
4774,1.21,Ideal,F,VVS2,VG,EX,GIA,11307
4775,0.76,Ideal,E,VS2,VG,VG,GIA,3497
4776,2.01,Ideal,G,VS2,EX,EX,GIA,26991
4777,1.04,Good,G,VS2,G,VG,GIA,5706
4778,2,Very Good,H,VS1,VG,EX,GIA,24584
4779,1.07,Very Good,G,SI1,VG,VG,GIA,5322
4780,2.4,Ideal,E,VS2,EX,EX,GIA,37354
4781,1,Very Good,G,VVS1,EX,EX,GIA,8115
4782,2,Very Good,F,VS1,VG,VG,GIA,27887
4783,2.51,Very Good,E,VVS2,VG,EX,GIA,52786
4784,2.16,Ideal,F,VS2,EX,EX,GIA,30601
4785,1.03,Good,H,SI1,VG,VG,GIA,4705
4786,1.02,Ideal,G,VS2,EX,EX,GIA,6591
4787,1.05,Good,D,VS2,VG,G,GIA,7289
4788,1.01,Very Good,G,VS2,EX,VG,GIA,6167
4789,1.32,Signature-Ideal,G,VVS2,ID,ID,AGSL,13261
4790,0.9,Good,I,VVS1,VG,VG,GIA,3741
4791,1,Very Good,E,SI1,EX,G,GIA,5113
4792,0.81,Good,H,SI1,G,VG,GIA,2599
4793,2.49,Very Good,F,VS1,EX,VG,GIA,43319
4794,2.01,Ideal,E,VS2,VG,VG,GIA,27377
4795,0.75,Ideal,E,VS2,VG,VG,GIA,3263
4796,1.08,Signature-Ideal,G,VS1,ID,ID,AGSL,8529
4797,0.9,Very Good,D,SI1,VG,VG,GIA,4466
4798,1.01,Ideal,G,VVS2,EX,EX,GIA,8662
4799,1.5,Very Good,G,VS1,VG,VG,GIA,13379
4800,1.22,Very Good,G,VS1,EX,VG,GIA,8633
4801,1.22,Very Good,E,VS2,EX,EX,GIA,9475
4802,0.9,Very Good,E,SI1,VG,VG,GIA,4054
4803,0.9,Fair,D,VS2,VG,VG,GIA,4277
4804,1.09,Good,D,IF,VG,G,GIA,15795
4805,2.02,Good,F,VS2,EX,VG,GIA,27643
4806,1.01,Very Good,E,VS2,VG,VG,GIA,6265
4807,1.07,Ideal,F,SI1,EX,EX,GIA,5909
4808,2.2,Ideal,I,VVS2,ID,ID,AGSL,21918
4809,1.01,Ideal,F,VS1,ID,ID,AGSL,7539
4810,1.62,Ideal,G,SI1,VG,EX,GIA,12295
4811,2.01,Very Good,H,VS2,VG,VG,GIA,19591
4812,2.06,Very Good,E,VS2,EX,EX,GIA,29297
4813,1.59,Very Good,I,VS2,VG,EX,AGSL,10309
4814,0.9,Good,G,VS1,EX,VG,GIA,4108
4815,2.01,Very Good,D,VVS2,VG,VG,GIA,45492
4816,2.16,Very Good,G,SI1,EX,EX,AGSL,21186
4817,2.16,Ideal,G,VS2,EX,EX,GIA,28969
4818,1.2,Very Good,D,SI1,EX,VG,GIA,7191
4819,2.03,Very Good,F,SI1,EX,EX,GIA,22592
4820,2.01,Good,G,SI1,EX,VG,GIA,18625
4821,1.02,Very Good,F,SI1,EX,EX,GIA,5701
4822,1.04,Signature-Ideal,F,VS2,EX,EX,GIA,8415
4823,1.28,Ideal,G,IF,ID,ID,AGSL,11784
4824,1.05,Very Good,F,VVS2,VG,VG,GIA,9472
4825,2.46,Very Good,I,SI1,VG,VG,GIA,19425
4826,1.19,Very Good,F,VVS2,VG,EX,GIA,10895
4827,1.01,Good,D,VS1,VG,G,GIA,7303
4828,1.21,Very Good,H,VS2,VG,EX,GIA,7113
4829,1.04,Ideal,D,VS2,VG,G,GIA,7074
4830,1.01,Good,D,SI1,VG,VG,GIA,5380
4831,2.02,Very Good,F,IF,VG,G,GIA,43002
4832,1.04,Ideal,F,VS2,VG,VG,GIA,7035
4833,1.04,Very Good,D,SI1,EX,VG,GIA,5557
4834,2.44,Ideal,I,VS2,EX,EX,GIA,23455
4835,1.02,Fair,D,SI1,VG,EX,AGSL,5662
4836,0.78,Ideal,H,VS1,EX,VG,GIA,3052
4837,0.81,Ideal,H,SI1,EX,EX,GIA,2951
4838,1.62,Ideal,E,VVS2,EX,EX,GIA,18328
4839,1.06,Very Good,H,VS2,VG,VG,GIA,5415
4840,1.24,Ideal,G,VS2,VG,EX,GIA,9188
4841,0.9,Very Good,I,SI1,G,G,GIA,3271
4842,1.21,Very Good,H,VS2,VG,VG,GIA,6745
4843,0.91,Very Good,G,VS1,VG,VG,GIA,4623
4844,1.03,Ideal,I,SI1,EX,EX,GIA,4434
4845,1,Very Good,H,SI1,VG,VG,GIA,4830
4846,1.29,Ideal,D,VS2,VG,VG,GIA,11059
4847,1.26,Very Good,I,SI1,G,G,GIA,6318
4848,1.01,Very Good,F,IF,VG,VG,GIA,9287
4849,0.9,Very Good,F,SI1,VG,VG,GIA,4004
4850,0.79,Good,F,SI1,VG,VG,GIA,2756
4851,1.07,Ideal,H,VS2,VG,EX,GIA,5889
4852,1,Ideal,G,VVS1,EX,EX,GIA,8747
4853,1,Good,G,SI1,G,G,GIA,4139
4854,2.4,Very Good,G,VS1,EX,EX,GIA,34982
4855,1.01,Very Good,D,VS2,EX,VG,GIA,6794
4856,1.12,Signature-Ideal,H,SI1,ID,ID,AGSL,6962
4857,1.21,Very Good,H,SI1,G,VG,GIA,6075
4858,2.06,Ideal,F,VS2,VG,VG,GIA,25825
4859,1.5,Good,I,VS2,EX,VG,GIA,8780
4860,1.11,Ideal,G,VS1,ID,ID,AGSL,7905
4861,2.49,Very Good,E,VS2,G,EX,GIA,32239
4862,0.91,Very Good,D,VS2,VG,EX,GIA,4850
4863,0.78,Very Good,F,VS1,EX,ID,AGSL,3744
4864,1.41,Very Good,H,SI1,EX,VG,GIA,8463
4865,1.2,Very Good,I,SI1,G,VG,GIA,5476
4866,2.29,Ideal,F,SI1,VG,EX,GIA,25107
4867,2.01,Ideal,H,VS1,EX,EX,GIA,21966
4868,0.99,Good,D,VS2,G,VG,GIA,5799
4869,1.22,Ideal,G,VS2,EX,EX,GIA,7783
4870,0.91,Good,F,SI1,VG,VG,GIA,4067
4871,0.9,Fair,I,VS1,VG,G,GIA,3340
4872,1.56,Signature-Ideal,F,VS1,EX,EX,GIA,18490
4873,1.52,Very Good,G,VS1,VG,G,GIA,12665
4874,0.9,Very Good,F,SI1,VG,VG,GIA,3950
4875,1,Good,D,VS2,VG,G,GIA,7204
4876,2.01,Very Good,D,VS2,VG,VG,GIA,28425
4877,0.9,Very Good,G,SI1,VG,VG,GIA,3919
4878,0.86,Ideal,G,VS1,EX,VG,GIA,5161
4879,1.51,Very Good,I,SI1,VG,G,GIA,8856
4880,0.81,Signature-Ideal,I,VS2,EX,EX,GIA,3355
4881,2.01,Very Good,F,SI1,VG,VG,GIA,21635
4882,1.58,Ideal,I,VVS1,ID,ID,AGSL,11435
4883,1.01,Very Good,G,VS2,EX,VG,GIA,6105
4884,1.02,Very Good,G,VS2,VG,VG,GIA,6906
4885,1.55,Ideal,D,VS2,EX,EX,GIA,15887
4886,1.55,Ideal,H,VS1,EX,EX,GIA,13665
4887,1.22,Ideal,F,VS2,VG,EX,GIA,9568
4888,1.03,Very Good,H,VS1,G,VG,GIA,5789
4889,1.5,Very Good,G,VS1,EX,G,GIA,11844
4890,2.03,Ideal,H,VS2,EX,EX,GIA,21462
4891,2.13,Very Good,F,SI1,VG,VG,GIA,21457
4892,0.77,Very Good,H,VS1,EX,VG,GIA,3036
4893,1.5,Ideal,I,SI1,EX,EX,GIA,9926
4894,0.9,Good,F,SI1,G,VG,GIA,3733
4895,1.16,Ideal,G,VS2,EX,VG,GIA,8061
4896,1.02,Very Good,G,SI1,G,EX,GIA,4951
4897,1.76,Ideal,G,VS2,EX,VG,GIA,16513
4898,1.06,Good,I,VS1,EX,G,AGSL,5293
4899,0.9,Good,I,SI1,VG,G,GIA,3034
4900,2.13,Very Good,D,VS2,VG,G,GIA,31025
4901,1,Good,I,SI1,VG,VG,GIA,3836
4902,1.54,Very Good,I,SI1,VG,VG,GIA,8811
4903,1.05,Ideal,I,VVS2,ID,ID,AGSL,5352
4904,1.54,Ideal,G,IF,VG,VG,GIA,16861
4905,0.83,Ideal,E,SI1,G,EX,GIA,3235
4906,1.18,Very Good,D,IF,VG,G,GIA,19242
4907,1.05,Very Good,H,SI1,VG,VG,GIA,5095
4908,1.21,Ideal,F,VS1,VG,EX,GIA,9746
4909,0.9,Very Good,D,SI1,EX,EX,GIA,4523
4910,1.02,Very Good,I,VS1,EX,VG,GIA,4872
4911,0.92,Very Good,D,SI1,VG,VG,GIA,4507
4912,0.76,Ideal,D,SI1,EX,EX,GIA,3732
4913,1,Ideal,G,VS1,VG,EX,GIA,7114
4914,1.52,Good,I,SI1,G,G,GIA,8400
4915,0.77,Signature-Ideal,F,SI1,EX,EX,GIA,3108
4916,1.01,Ideal,I,SI1,ID,ID,AGSL,4432
4917,2.58,Ideal,F,VS2,EX,EX,GIA,39821
4918,0.97,Ideal,H,VVS1,EX,EX,GIA,6801
4919,0.78,Very Good,I,VVS2,ID,ID,AGSL,2816
4920,1.58,Ideal,G,VVS2,VG,VG,GIA,17321
4921,2.28,Ideal,G,VVS2,EX,EX,GIA,34522
4922,1.1,Ideal,G,VS1,EX,EX,GIA,8060
4923,1.01,Ideal,F,SI1,VG,G,GIA,5140
4924,1.5,Ideal,H,VS2,ID,ID,AGSL,12661
4925,1.39,Good,H,VS2,VG,VG,GIA,8245
4926,1.5,Very Good,I,VS1,VG,G,GIA,9889
4927,0.9,Very Good,F,VS2,G,G,GIA,4466
4928,2.09,Ideal,E,VS1,EX,EX,GIA,39542
4929,1.13,Very Good,G,VVS2,VG,EX,GIA,9130
4930,1.01,Ideal,I,SI1,EX,EX,GIA,4584
4931,1.5,Very Good,E,VS1,EX,VG,GIA,15957
4932,1.01,Very Good,G,SI1,VG,VG,GIA,4707
4933,1,Ideal,F,VVS1,EX,VG,GIA,9613
4934,1.07,Very Good,F,VVS2,VG,VG,GIA,9310
4935,1,Very Good,F,VS1,EX,VG,GIA,7710
4936,1.31,Very Good,H,VS2,EX,EX,GIA,7792
4937,1.08,Ideal,H,SI1,VG,VG,GIA,5059
4938,1.1,Very Good,G,VS2,G,G,GIA,6800
4939,1.5,Very Good,I,VVS2,VG,VG,GIA,11889
4940,2.5,Ideal,F,SI1,VG,VG,GIA,30583
4941,0.9,Very Good,G,SI1,EX,VG,GIA,3615
4942,0.75,Very Good,G,VS2,EX,VG,GIA,3088
4943,1.07,Very Good,I,SI1,VG,VG,GIA,4451
4944,0.9,Very Good,E,SI1,G,EX,GIA,4201
4945,0.99,Ideal,F,SI1,EX,EX,GIA,6038
4946,2.02,Very Good,I,SI1,VG,VG,GIA,16565
4947,1.14,Very Good,I,SI1,G,VG,GIA,4840
4948,1.04,Very Good,E,SI1,EX,EX,GIA,5559
4949,1.51,Very Good,I,VS2,VG,VG,GIA,9058
4950,1.21,Good,G,VS2,VG,G,GIA,7359
4951,2.12,Ideal,E,VS1,EX,EX,GIA,31248
4952,1.31,Ideal,F,VS2,VG,VG,GIA,10868
4953,1.11,Ideal,G,SI1,G,G,GIA,6065
4954,2.06,Very Good,H,VS1,EX,VG,GIA,21999
4955,1.08,Very Good,E,VS1,G,EX,GIA,8693
4956,1.23,Ideal,F,VS2,EX,EX,GIA,10342
4957,1.01,Signature-Ideal,G,VS2,ID,ID,AGSL,7179
4958,0.9,Very Good,D,SI1,EX,VG,GIA,4291
4959,1.01,Very Good,E,SI1,VG,VG,GIA,5411
4960,0.9,Ideal,E,SI1,VG,VG,GIA,4265
4961,1.5,Very Good,I,VVS2,VG,G,GIA,9618
4962,1.02,Ideal,G,VS2,VG,VG,GIA,6418
4963,0.79,Ideal,E,VS2,VG,VG,GIA,4012
4964,1.02,Very Good,G,VVS2,VG,VG,GIA,7824
4965,1.02,Ideal,D,SI1,VG,VG,GIA,6340
4966,1.13,Signature-Ideal,I,VS1,ID,ID,AGSL,6980
4967,0.92,Very Good,I,VS1,VG,VG,GIA,3824
4968,2.26,Ideal,G,SI1,EX,EX,GIA,24502
4969,1.23,Ideal,G,VS1,VG,VG,GIA,9330
4970,1.03,Ideal,I,SI1,EX,EX,GIA,4782
4971,1,Very Good,D,VS2,EX,EX,GIA,7361
4972,0.91,Very Good,I,SI1,VG,G,GIA,3217
4973,2.14,Ideal,H,SI1,ID,ID,AGSL,18453
4974,1.52,Very Good,I,VS2,EX,EX,AGSL,9372
4975,2.72,Ideal,H,VVS2,ID,ID,AGSL,36709
4976,1.02,Very Good,G,VS2,VG,VG,GIA,6111
4977,1.55,Very Good,G,VVS1,VG,VG,GIA,17749
4978,0.93,Ideal,G,SI1,ID,ID,AGSL,4546
4979,0.91,Very Good,F,VS2,VG,VG,GIA,4084
4980,1.03,Ideal,F,VS2,VG,VG,GIA,6997
4981,1.51,Very Good,G,SI1,VG,VG,GIA,9937
4982,2.01,Ideal,G,VS1,VG,G,GIA,26122
4983,0.78,Ideal,D,SI1,VG,EX,GIA,3389
4984,1.8,Very Good,G,VVS1,VG,EX,GIA,20927
4985,0.76,Signature-Ideal,H,SI1,ID,ID,AGSL,3050
4986,1.02,Ideal,F,VS1,VG,G,GIA,7091
4987,2.32,Very Good,G,VVS2,EX,VG,GIA,38264
4988,0.93,Ideal,I,SI1,EX,EX,GIA,3856
4989,1.28,Ideal,G,VVS2,VG,EX,GIA,10635
4990,1.61,Ideal,I,VS1,EX,EX,GIA,11185
4991,1.53,Ideal,I,SI1,VG,VG,GIA,8981
4992,1.04,Very Good,F,VS1,VG,EX,AGSL,7308
4993,0.94,Very Good,G,VS2,G,VG,GIA,4995
4994,1.01,Ideal,G,VS2,ID,ID,AGSL,6439
4995,1.11,Ideal,D,VVS2,EX,EX,GIA,12390
4996,0.75,Signature-Ideal,H,SI1,EX,EX,GIA,3011
4997,0.77,Ideal,D,VS2,VG,EX,GIA,3837
4998,0.9,Ideal,H,VS1,VG,VG,GIA,4428
4999,1.28,Ideal,H,VVS2,EX,EX,GIA,8606
5000,1.03,Ideal,G,VS1,EX,EX,GIA,7587
5001,1,Ideal,G,VVS2,EX,EX,GIA,8151
5002,1.02,Ideal,E,VS2,VG,G,GIA,6704
5003,1.5,Good,D,SI1,EX,EX,GIA,13603
5004,0.91,Very Good,D,SI1,VG,VG,GIA,4466
5005,1.74,Very Good,F,SI1,G,VG,GIA,13984
5006,2.03,Ideal,G,VS2,VG,VG,GIA,23519
5007,1.6,Very Good,I,VS2,VG,VG,GIA,10497
5008,2,Good,F,VS2,EX,G,GIA,27173
5009,1.04,Very Good,D,SI1,G,G,GIA,5951
5010,1,Ideal,F,VVS2,ID,ID,AGSL,9014
5011,1.34,Ideal,H,SI1,EX,EX,GIA,7659
